NIF;NOMBRE DEL FONDO;NOMBRE DE LA GESTORA;DIRECCIÓN;POLÍTICA DE INVERSIÓN;VARIABILIDAD DEL CAPITAL;SUB FONDO;ISIN;CÓDIGO DE SUPERVISOR
V87082848;PROA CAPITAL IBERIAN BUYOUT FUND II, F.C.R.;PROA CAPITAL DE INVERSIONES SGEIC, S.A.;FORTUNY, 5, 4º B, 28010, MADRID;otros;capital fijo;No;ES0141582009;FCR167
V83633479;PROFIT BOLSA, FI;GESPROFIT, S.A., S.G.I.I.C.;SERRANO, 67, 28006, MADRID;participaciones;capital variable;No;ES0171571039;FI2751
V80031107;PROFIT CORTO PLAZO, FI;GESPROFIT, S.A., S.G.I.I.C.;SERRANO, 67, 28006, MADRID;obligaciones;capital variable;No;ES0171629035;FI3721
V87707287;Q CAPITAL 360 CORA CAPITAL PRIVADO, FCR;Q-CAPITAL ALTERNATIVE INVESTMENTS, SGEIC, S.A.;C/ VELAZQUEZ, 31- 2ª PLANTA, 28001, MADRID;otros;capital fijo;No;ES0172162002;FCR209
V87313383;Q GROWTH FUND, FCR;Q-CAPITAL ALTERNATIVE INVESTMENTS, SGEIC, S.A.;C/ VELAZQUEZ, 31- 2ª PLANTA, 28001, MADRID;otros;capital fijo;No;ES0172192009;FCR173
V87390712;QEP MUTUAL PRIVATE EQUITY PROGRAM I, FCR;QUALITAS EQUITY PARTNERS, S.A., SGEIC;C/ VELÁZQUEZ Nº 31-2ª PLANTA, 28001, MADRID;otros;capital fijo;No;ES0172193007;FCR181
V86777026;QMC II IBERIAN CAPITAL FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0172224000;FIL47
V86777026;QMC II IBERIAN CAPITAL FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0172224018;FIL47
V86777026;QMC II IBERIAN CAPITAL FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0172224026;FIL47
V86777026;QMC II IBERIAN CAPITAL FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0172224034;FIL47
V87907259;QMC III IBERIAN CAPITAL FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0172225007;FIL63
V87907259;QMC III IBERIAN CAPITAL FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0172225015;FIL63
V87907259;QMC III IBERIAN CAPITAL FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0172225023;FIL63
V87907259;QMC III IBERIAN CAPITAL FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0172225031;FIL63
V87907259;QMC III IBERIAN CAPITAL FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0172225049;FIL63
V87907259;QMC III IBERIAN CAPITAL FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0172225056;FIL63
V87907259;QMC III IBERIAN CAPITAL FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0172225064;FIL63
V87907259;QMC III IBERIAN CAPITAL FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0172225072;FIL63
V87907259;QMC III IBERIAN CAPITAL FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0172225080;FIL63
V87849287;QUALITAS MUTUAL PRIVATE EQUITY PROGRAM II, FCR;QUALITAS EQUITY PARTNERS, S.A., SGEIC;C/ VELÁZQUEZ Nº 31-2ª PLANTA, 28001, MADRID;otros;capital fijo;No;ES0110945005;FCR219
V85991362;QUALITY COMMODITIES, FI;BBVA ASSET MANAGEMENT, S.A., SGIIC;Calle Azul, 4, 28050, MADRID;otros;capital variable;No;ES0172243000;FI4235
V82300914;QUALITY GLOBAL, FI;BBVA ASSET MANAGEMENT, S.A., SGIIC;Calle Azul, 4, 28050, MADRID;otros;capital variable;No;ES0114122031;FI1832
V85238665;QUALITY INVERSION CONSERVADORA, FI;BBVA ASSET MANAGEMENT, S.A., SGIIC;Calle Azul, 4, 28050, MADRID;otros;capital variable;No;ES0172273007;FI3906
V85238608;QUALITY INVERSION DECIDIDA, FI;BBVA ASSET MANAGEMENT, S.A., SGIIC;Calle Azul, 4, 28050, MADRID;otros;capital variable;No;ES0157663008;FI3908
V85238699;QUALITY INVERSION MODERADA, FI;BBVA ASSET MANAGEMENT, S.A., SGIIC;Calle Azul, 4, 28050, MADRID;otros;capital variable;No;ES0172242002;FI3907
V81960445;QUALITY MEJORES IDEAS, FI;BBVA ASSET MANAGEMENT, S.A., SGIIC;Calle Azul, 4, 28050, MADRID;participaciones;capital variable;No;ES0110119031;FI1367
V86009289;QUALITY SELECCION EMERGENTES, FI;BBVA ASSET MANAGEMENT, S.A., SGIIC;Calle Azul, 4, 28050, MADRID;otros;capital variable;No;ES0172262000;FI4250
V64746845;RADAR INVERSIÓN, FI;EDM GESTION, S.A., S.G.I.I.C.;PASEO DE LA CASTELLANA, 78, 28046, MADRID;participaciones;capital variable;No;ES0172603005;FI3936
V64746845;RADAR INVERSIÓN, FI;EDM GESTION, S.A., S.G.I.I.C.;PASEO DE LA CASTELLANA, 78, 28046, MADRID;participaciones;capital variable;No;ES0172603013;FI3936
V85184430;REALZA CAPITAL FONDO, FCR DE REGIMEN SIMPLIFICADO;REALZA CAPITAL, SGEIC, SA;PASEO DE LA CASTELLANA, Nº 15  - 3ª DCHA -, 28046, MADRID;otros;capital fijo;No;ES0172996003;FCR85
V87619789;REALZA CAPITAL II, FCR;REALZA CAPITAL, SGEIC, SA;PASEO DE LA CASTELLANA, Nº 15  - 3ª DCHA -, 28046, MADRID;otros;capital fijo;No;ES0172999007;FCR202
V26508838;RENERTIA CAPITAL RENEWABLE HYDRAULIC ENERGY, FCR;RENERTIA INVESTMENT COMPANY, S.G.E.I.C.., S.A.;C/ PORTALADA 50, NAVE 8,  POL. IND. LA PORTALADA, 26006, LOGROÑO;otros;capital fijo;No;ES0173127004;FCR146
V87287843;RENTA 4 ACCIONES GLOBALES, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;participaciones;capital variable;No;ES0173128002;FI4885
V82068255;RENTA 4 ACTIVOS GLOBALES, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173286032;FI1545
V80698889;RENTA 4 BOLSA, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;participaciones;capital variable;No;ES0173394000;FI428
V80698889;RENTA 4 BOLSA, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;participaciones;capital variable;No;ES0173394034;FI428
V82111592;RENTA 4 DELTA, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173317035;FI1630
V82520834;RENTA 4 EMERGENTES GLOBAL, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;participaciones;capital variable;No;ES0173313034;FI1997
V87932851;RENTA 4 FACTOR VOLATILIDAD, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;participaciones;capital variable;No;ES0173174006;FI5213
V87708376;RENTA 4 FONCUENTA AHORRO, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;obligaciones;capital variable;No;ES0173222003;FI5110
V81613382;RENTA 4 FONDTESORO CORTO PLAZO, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;obligaciones;capital variable;No;ES0173372030;FI819
V81537706;RENTA 4 GLOBAL, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173392038;FI728
V81961401;RENTA 4 JAPON, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;participaciones;capital variable;No;ES0173356033;FI1383
V82470717;RENTA 4 LATINOAMERICA, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;participaciones;capital variable;No;ES0173320039;FI1955
V86101151;RENTA 4 MINERVA, FIL;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;alto riesgo;capital variable;No;ES0176953000;FIL38
V87934394;RENTA 4 MULTIFACTOR, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;participaciones;capital variable;No;ES0173223001;FI5214
V82363128-8;RENTA 4 MULTIGESTION, FI/RENTA 4 MULTIGESTION/ ANDROMEDA VALUE CAPITAL;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173311079;FI1857-8
V82363128-9;RENTA 4 MULTIGESTION, FI/RENTA 4 MULTIGESTION/ ATLANTIDA GLOBAL;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173311087;FI1857-9
V82363128-10;RENTA 4 MULTIGESTION, FI/RENTA 4 MULTIGESTION/ ATLANTIDA RENTA FIJA MIXTA INTERNACIONAL;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;mixtos;capital variable;No;ES0173311095;FI1857-10
V82363128-3;RENTA 4 MULTIGESTION, FI/RENTA 4 MULTIGESTION/ FRACTAL GLOBAL;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173311012;FI1857-3
V82363128-4;RENTA 4 MULTIGESTION, FI/RENTA 4 MULTIGESTION/ INVESTMENT GLOBAL FUND;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173311020;FI1857-4
V82363128-6;RENTA 4 MULTIGESTION, FI/RENTA 4 MULTIGESTION /ITACA GLOBAL MACRO;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173311053;FI1857-6
V82363128-11;RENTA 4 MULTIGESTION, FI/RENTA 4 MULTIGESTION/ NUMANTIA PATRIMONIO GLOBAL;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173311103;FI1857-11
V82363128-7;RENTA 4 MULTIGESTION, FI/RENTA 4 MULTIGESTION/ OHANA GLOBAL MARKETS;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173311061;FI1857-7
V82363128-5;RENTA 4 MULTIGESTION, FI/RENTA 4 MULTIGESTION/ QUALITY CAPITAL GLOBAL FUND;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173311046;FI1857-5
V82363128-2;RENTA 4 MULTIGESTION, FI/RENTA 4 MULTIGESTION/ QUALITY CAPITAL SELECTION FUND;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;mixtos;capital variable;No;ES0173311004;FI1857-2
V82363128-1;RENTA 4 MULTIGESTION, FI/RENTA 4 MULTIGESTION /TOTAL OPPORTUNITY;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173311038;FI1857-1
V87393443-1;RENTA 4 MULTIGESTION 2, FI/RENTA 4 MULTIGESTION 2/ ATRIA VALOR GLOBAL;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0174741019;FI4919-1
V87393443-2;RENTA 4 MULTIGESTION 2, FI/RENTA 4 MULTIGESTION 2/ SANT IGNASI FUND;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;mixtos;capital variable;No;ES0174741001;FI4919-2
V87393443-3;RENTA 4 MULTIGESTION 2, FI/RENTA 4 MULTIGESTION 2/ YESTE VALUE SELECTION;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0174741027;FI4919-3
V86126976;RENTA 4 NEXUS, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173268006;FI4309
V85091387;RENTA 4 PEGASUS FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173321003;FI3841
V85091387;RENTA 4 PEGASUS FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173321011;FI3841
V85091387;RENTA 4 PEGASUS FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173321029;FI3841
V86720117;RENTA 4 RENTA FIJA CORTO PLAZO, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;obligaciones;capital variable;No;ES0176954008;FI4596
V86720117;RENTA 4 RENTA FIJA CORTO PLAZO, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;obligaciones;capital variable;No;ES0176954016;FI4596
V82414715;RENTA 4 RENTA FIJA EURO, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;obligaciones;capital variable;No;ES0173319031;FI1905
V79298592;RENTA 4 RENTA FIJA MIXTO, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;mixtos;capital variable;No;ES0108207038;FI169
V87719621;RENTA 4 SMALL CAPS EURO, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;participaciones;capital variable;No;ES0113118006;FI5111
V87719621;RENTA 4 SMALL CAPS EURO, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;participaciones;capital variable;No;ES0113118014;FI5111
V82290818;RENTA 4 USA, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;participaciones;capital variable;No;ES0173364037;FI1780
V85805364;RENTA 4 VALOR EUROPA, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;participaciones;capital variable;No;ES0173322001;FI4172
V85944585;RENTA 4 VALOR RELATIVO, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0128522002;FI4221
V86236346;RENTA 4 WERTEFINDER, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0173323009;FI4373
V87883377;RENTAMARKETS NARVAL, FI;RENTAMARKETS INVESTMENT MANAGERS, SGIIC, S.A.U.;PZA DE MANUEL GOMEZ MORENO, 2 E. ALFREDO MAHOU 17A, 28020, MADRID;participaciones;capital variable;No;ES0173367006;FI5200
V87883377;RENTAMARKETS NARVAL, FI;RENTAMARKETS INVESTMENT MANAGERS, SGIIC, S.A.U.;PZA DE MANUEL GOMEZ MORENO, 2 E. ALFREDO MAHOU 17A, 28020, MADRID;participaciones;capital variable;No;ES0173367014;FI5200
V87883377;RENTAMARKETS NARVAL, FI;RENTAMARKETS INVESTMENT MANAGERS, SGIIC, S.A.U.;PZA DE MANUEL GOMEZ MORENO, 2 E. ALFREDO MAHOU 17A, 28020, MADRID;participaciones;capital variable;No;ES0173367022;FI5200
V87883302;RENTAMARKETS SEQUOIA, FI;RENTAMARKETS INVESTMENT MANAGERS, SGIIC, S.A.U.;PZA DE MANUEL GOMEZ MORENO, 2 E. ALFREDO MAHOU 17A, 28020, MADRID;obligaciones;capital variable;No;ES0173368004;FI5209
V87883302;RENTAMARKETS SEQUOIA, FI;RENTAMARKETS INVESTMENT MANAGERS, SGIIC, S.A.U.;PZA DE MANUEL GOMEZ MORENO, 2 E. ALFREDO MAHOU 17A, 28020, MADRID;obligaciones;capital variable;No;ES0173368012;FI5209
V87883302;RENTAMARKETS SEQUOIA, FI;RENTAMARKETS INVESTMENT MANAGERS, SGIIC, S.A.U.;PZA DE MANUEL GOMEZ MORENO, 2 E. ALFREDO MAHOU 17A, 28020, MADRID;obligaciones;capital variable;No;ES0173368020;FI5209
V87883302;RENTAMARKETS SEQUOIA, FI;RENTAMARKETS INVESTMENT MANAGERS, SGIIC, S.A.U.;PZA DE MANUEL GOMEZ MORENO, 2 E. ALFREDO MAHOU 17A, 28020, MADRID;obligaciones;capital variable;No;ES0173368038;FI5209
V85986040;RFMI MULTIGESTION FI;UBS GESTION, S.G.I.I.C., S.A.;C/ MARIA DE MOLINA, Nº 4, 28006, MADRID;mixtos;capital variable;No;ES0122762000;FI4241
V61812582;ROBUST RENTA VARIABLE MIXTA INTERNACIONAL, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;mixtos;capital variable;No;ES0121082038;FI1714
V31890536;RONDA INNOVACION, FONDO DE CAPITAL RIESGO (EN LIQUIDACION);CLAVE MAYOR SGEIC, S.A.;EMILIO ARRIETA, 11 BIS 2º, 31002, PAMPLONA;otros;capital fijo;No;ES0174191033;FCR59
V31882418;RONDA TIC, FCR-PYME (EN LIQUIDACION);CLAVE MAYOR SGEIC, S.A.;EMILIO ARRIETA, 11 BIS 2º, 31002, PAMPLONA;otros;capital fijo;No;ES0174200032;FCRPY7
V31893480;RONDA VIDA, FONDO DE CAPITAL RIESGO (EN LIQUIDACION);CLAVE MAYOR SGEIC, S.A.;EMILIO ARRIETA, 11 BIS 2º, 31002, PAMPLONA;otros;capital fijo;No;ES0174201030;FCR63
V87545463;RSR GLOBAL, FI;GESALCALA, S.A., S.G.I.I.C.;ORTEGA Y GASSET, 7, 28006, MADRID;otros;capital variable;No;ES0174193005;FI4994
V87680849;RSR RV INTERNACIONAL, FI;GESALCALA, S.A., S.G.I.I.C.;ORTEGA Y GASSET, 7, 28006, MADRID;participaciones;capital variable;No;ES0174115008;FI5095
V83624833;RURAL AHORRO PLUS, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174305039;FI3501
V84808518;RURAL BOLSA GARANTIA 2024, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0156831036;FI3547
V82037508;RURAL BONOS 2 AÑOS, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174372039;FI1486
V82587262;RURAL EMERGENTES RENTA VARIABLE, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;participaciones;capital variable;No;ES0174365033;FI2055
V82310350;RURAL EURO RENTA VARIABLE, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;participaciones;capital variable;No;ES0174367039;FI1822
V87022752;RURAL EUROPA 2018 GARANTIZADO, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0156834006;FI4756
V87667200;RURAL EUROPA 2025 GARANTIA, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174194003;FI5084
V87476321;RURAL EUROPA 24 GARANTIA, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174187007;FI4946
V87925764;RURAL GARANTIA BOLSA ABRIL 2026, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174196008;FI5208
V87845327;RURAL GARANTIA BOLSA 2025, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174213001;FI5174
V87912036;RURAL GARANTIA OCTUBRE 2025, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174214009;FI5199
V87770434;RURAL GARANTIA 2024 RENTA FIJA, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174195000;FI5141
V87660627;RURAL GARANTIA 2025, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174212003;FI5081
V88062658;RURAL GARANTIA 2026, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174087009;FI5255
V87576849;RURAL GARANTIZADO BOLSA EUROPEA, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174189003;FI5022
V87157509;RURAL GARANTIZADO EUROPA 20, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0156835003;FI4833
V87529806;RURAL GARANTIZADO 2021, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174188005;FI4989
V81871378;RURAL GARANTIZADO 9,70, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174371031;FI1254
V88046800;RURAL GESTION SOSTENIBLE I, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;mixtos;capital variable;No;ES0174215006;FI5262
V88046826;RURAL GESTION SOSTENIBLE II, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;mixtos;capital variable;No;ES0156836001;FI5263
V85239903;RURAL MIXTO INTERNACIONAL 15, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;mixtos;capital variable;No;ES0156832000;FI3918
V81565806;RURAL MIXTO INTERNACIONAL 25, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;mixtos;capital variable;No;ES0174406035;FI788
V82785999;RURAL MIXTO 15, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;mixtos;capital variable;No;ES0174227035;FI2262
V85215416;RURAL MIXTO 20, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;mixtos;capital variable;No;ES0174266009;FI3883
V81961146;RURAL MIXTO 25, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;mixtos;capital variable;No;ES0174431033;FI1404
V81578528;RURAL MIXTO 50, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;mixtos;capital variable;No;ES0174398034;FI811
V81569725;RURAL MIXTO 75, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;mixtos;capital variable;No;ES0174387037;FI793
V82088642;RURAL MULTIFONDO 75, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;mixtos;capital variable;No;ES0174432031;FI1569
V81565822;RURAL RENDIMIENTO, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174394033;FI3492
V82587270;RURAL RENTA FIJA INTERNACIONAL, FI;GESCOOPERATIVO, S.A., S.G.I.I.C.;C/ VIRGEN DE LOS PELIGROS, 4, 5ª PLANTA, 28013, MADRID;obligaciones;capital variable;No;ES0174368037;FI2073
